2020-05-30 15:49:26,199 [   4545]   INFO - il.indexing.FileBasedIndexImpl - Index GroovyDslFileIndex will be built. 
2020-05-30 15:49:26,207 [   4553]   INFO - il.indexing.FileBasedIndexImpl - Index FrameworkDetectionIndex will be built. 
2020-05-30 15:49:26,211 [   4557]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:62, number of extensions:50 
2020-05-30 15:49:26,212 [   4558]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:0 
2020-05-30 15:49:26,221 [   4567]   INFO - il.indexing.FileBasedIndexImpl - Index TodoIndex will be built. 
2020-05-30 15:49:26,300 [   4646]   INFO - il.indexing.FileBasedIndexImpl - Index IdIndex will be built. 
2020-05-30 15:49:26,305 [   4651]   INFO - il.indexing.FileBasedIndexImpl - Index Stubs will be built. 
2020-05-30 15:49:26,558 [   4904]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:CLASS,DGM File Type,KJSM,HTML,kotlin_builtins,Groovy,JAVA,Properties,Kotlin,KNM,XML 
2020-05-30 15:49:27,044 [   5390]   INFO - il.indexing.FileBasedIndexImpl - Index Trigram.Index will be built. 
2020-05-30 15:49:27,059 [   5405]   INFO - il.indexing.FileBasedIndexImpl - Index fileIncludes will be built. 
2020-05-30 15:49:27,065 [   5411]   INFO - il.indexing.FileBasedIndexImpl - Index DomFileIndex will be built. 
2020-05-30 15:49:27,077 [   5423]   INFO - il.indexing.FileBasedIndexImpl - Index RelaxSymbolIndex will be built. 
2020-05-30 15:49:27,083 [   5429]   INFO - il.indexing.FileBasedIndexImpl - Index XmlTagNames will be built. 
2020-05-30 15:49:27,091 [   5437]   INFO - il.indexing.FileBasedIndexImpl - Index XmlNamespaces will be built. 
2020-05-30 15:49:27,096 [   5442]   INFO - il.indexing.FileBasedIndexImpl - Index html5.custom.attributes.index will be built. 
2020-05-30 15:49:27,099 [   5445]   INFO - il.indexing.FileBasedIndexImpl - Index SchemaTypeInheritance will be built. 
2020-05-30 15:49:27,104 [   5450]   INFO - il.indexing.FileBasedIndexImpl - Index json.file.root.values will be built. 
2020-05-30 15:49:27,107 [   5453]   INFO - il.indexing.FileBasedIndexImpl - Index ImageFileInfoIndex will be built. 
2020-05-30 15:49:27,111 [   5457]   INFO - il.indexing.FileBasedIndexImpl - Index bytecodeAnalysis will be built. 
2020-05-30 15:49:27,119 [   5465]   INFO - il.indexing.FileBasedIndexImpl - Index java.null.method.argument will be built. 
2020-05-30 15:49:27,129 [   5475]   INFO - il.indexing.FileBasedIndexImpl - Index java.simple.property will be built. 
2020-05-30 15:49:27,152 [   5498]   INFO - il.indexing.FileBasedIndexImpl - Index java.fun.expression will be built. 
2020-05-30 15:49:27,160 [   5506]   INFO - il.indexing.FileBasedIndexImpl - Index java.binary.plus.expression will be built. 
2020-05-30 15:49:27,168 [   5514]   INFO - il.indexing.FileBasedIndexImpl - Index jvm.hierarchy will be built. 
2020-05-30 15:49:27,176 [   5522]   INFO - il.indexing.FileBasedIndexImpl - Index RefQueueIndex will be built. 
2020-05-30 15:49:27,183 [   5529]   INFO - il.indexing.FileBasedIndexImpl - Index XsltSymbolIndex will be built. 
2020-05-30 15:49:27,191 [   5537]   INFO - il.indexing.FileBasedIndexImpl - Index xmlProperties will be built. 
2020-05-30 15:49:27,196 [   5542]   INFO - il.indexing.FileBasedIndexImpl - Index ant-imports will be built. 
2020-05-30 15:49:27,212 [   5558]   INFO - il.indexing.FileBasedIndexImpl - Index FormClassIndex will be built. 
2020-05-30 15:49:27,223 [   5569]   INFO - il.indexing.FileBasedIndexImpl - Index editorconfig.index.name will be built. 
2020-05-30 15:49:27,242 [   5588]   INFO - il.indexing.FileBasedIndexImpl - Index groovy.trait.fields will be built. 
2020-05-30 15:49:27,249 [   5595]   INFO - il.indexing.FileBasedIndexImpl - Index groovy.trait.methods will be built. 
2020-05-30 15:49:27,253 [   5599]   INFO - il.indexing.FileBasedIndexImpl - Index IdeaPluginRegistrationIndex will be built. 
2020-05-30 15:49:27,257 [   5603]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex will be built. 
2020-05-30 15:49:27,264 [   5610]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex will be built. 
2020-05-30 15:49:27,267 [   5613]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinClassFileIndex will be built. 
2020-05-30 15:49:27,274 [   5620]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinJavaScriptMetaFileIndex will be built. 
2020-05-30 15:49:27,280 [   5626]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFileIndex will be built. 
2020-05-30 15:49:27,280 [   5626]   INFO - plication.impl.ApplicationImpl - 74 application components initialized in 3990ms 
2020-05-30 15:49:27,331 [   5677]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinMetadataFilePackageIndex will be built. 
2020-05-30 15:49:27,344 [   5690]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinModuleMappingIndex will be built. 
2020-05-30 15:49:27,351 [   5697]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinPackageSourcesMemberNamesIndex will be built. 
2020-05-30 15:49:27,360 [   5706]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.idea.vfilefinder.KotlinJvmModuleAnnotationsIndex will be built. 
2020-05-30 15:49:27,365 [   5711]   INFO - il.indexing.FileBasedIndexImpl - Index org.jetbrains.kotlin.ide.konan.index.KotlinNativeMetaFileIndex will be built. 
2020-05-30 15:49:27,369 [   5715]   INFO - il.indexing.FileBasedIndexImpl - Index JavaFxControllerClassIndex will be built. 
2020-05-30 15:49:27,375 [   5721]   INFO - il.indexing.FileBasedIndexImpl - Index javafx.id.name will be built. 
2020-05-30 15:49:27,378 [   5724]   INFO - il.indexing.FileBasedIndexImpl - Index javafx.custom.component will be built. 
2020-05-30 15:49:27,383 [   5729]   INFO - il.indexing.FileBasedIndexImpl - Index yaml.keys.name will be built. 
2020-05-30 15:49:27,415 [   5761]   INFO - pl$FileIndexDataInitialization - Initialization done:1269 
2020-05-30 15:49:27,417 [   5763]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index dom.namespaceKey will be built. 
2020-05-30 15:49:27,426 [   5772]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index dom.elementClass will be built. 
2020-05-30 15:49:27,428 [   5774]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.module.name will be built. 
2020-05-30 15:49:27,431 [   5777]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.method.parameter.types will be built. 
2020-05-30 15:49:27,440 [   5786]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.extlist will be built. 
2020-05-30 15:49:27,442 [   5788]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.shortname will be built. 
2020-05-30 15:49:27,452 [   5798]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index jvm.static.member.type will be built. 
2020-05-30 15:49:27,456 [   5802]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index jvm.static.member.name will be built. 
2020-05-30 15:49:27,460 [   5806]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.method.name will be built. 
2020-05-30 15:49:27,462 [   5808]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.class.fqn will be built. 
2020-05-30 15:49:27,465 [   5811]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.field.name will be built. 
2020-05-30 15:49:27,467 [   5813]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.anonymous.baseref will be built. 
2020-05-30 15:49:27,471 [   5817]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index java.annotations will be built. 
2020-05-30 15:49:27,474 [   5820]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index properties.index will be built. 
2020-05-30 15:49:27,476 [   5822]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.class.fqn will be built. 
2020-05-30 15:49:27,479 [   5825]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.script.fqn will be built. 
2020-05-30 15:49:27,482 [   5828]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.field.name will be built. 
2020-05-30 15:49:27,485 [   5831]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.method.name will be built. 
2020-05-30 15:49:27,489 [   5835]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.annot.method.name will be built. 
2020-05-30 15:49:27,491 [   5837]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.annot.members will be built. 
2020-05-30 15:49:27,494 [   5840]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.script.class will be built. 
2020-05-30 15:49:27,498 [   5844]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.class.super will be built. 
2020-05-30 15:49:27,501 [   5847]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index gr.anonymous.class will be built. 
2020-05-30 15:49:27,503 [   5849]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinExactPackagesIndex will be built. 
2020-05-30 15:49:27,505 [   5851]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelClassByPackageIndex will be built. 
2020-05-30 15:49:27,507 [   5853]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelFunctionByPackageIndex will be built. 
2020-05-30 15:49:27,510 [   5856]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelPropertyByPackageIndex will be built. 
2020-05-30 15:49:27,512 [   5858]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTopLevelTypeAliasByPackageIndex will be built. 
2020-05-30 15:49:27,515 [   5861]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinClassShortNameIndex will be built. 
2020-05-30 15:49:27,517 [   5863]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFullClassNameIndex will be built. 
2020-05-30 15:49:27,524 [   5870]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinPropertyShortNameIndex will be built. 
2020-05-30 15:49:27,528 [   5874]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinFunctionShortNameIndex will be built. 
2020-05-30 15:49:27,531 [   5877]   INFO - tellij.psi.stubs.StubIndexImpl - Stub index org.jetbrains.kotlin.idea.stubindex.KotlinTypeAliasShortNameIndex will be built. 
